ord_number,ordtime,exchange,sym,tsym,token,instrument,lotsize,qty,avgprice,margin,totalprice,netprice,trantype,status
3685475,2023-07-31 10:15:00,NFO,IBULHSGFIN,IBULHSGFIN31AUG23C142.5,128840,OPTSTK,5100,10200,7.95,81090.0,81090.0,-81090.0,B,N
5069917,2023-07-31 10:15:00,NFO,TORNTPHARM,TORNTPHARM31AUG23C2000,147110,OPTSTK,500,1000,86.45,86450.0,86450.0,-86450.0,B,N
9909602,2023-07-31 10:15:00,NFO,ASTRAL,ASTRAL31AUG23C1960,86489,OPTSTK,367,1101,90.6,99750.59999999999,99750.59999999999,-99750.59999999999,B,N
4083145,2023-07-31 10:15:00,NFO,BALRAMCHIN,BALRAMCHIN31AUG23C405,92411,OPTSTK,1600,4800,19.95,95760.0,95760.0,-95760.0,B,N
7529110,2023-07-31 10:15:00,NFO,COROMANDEL,COROMANDEL31AUG23C1020,110630,OPTSTK,700,2100,40.5,85050.0,85050.0,-85050.0,B,N
7648871,2023-07-31 10:15:00,NFO,PEL,PEL31AUG23P1020,73929,OPTSTK,750,2250,42.25,95062.5,95062.5,-95062.5,B,N
6799645,2023-07-31 10:15:00,NFO,IOC,IOC31AUG23P93,131391,OPTSTK,9750,97500,1.0,97500.0,97500.0,-97500.0,B,N
8277103,2023-07-31 10:15:00,NFO,APOLLOHOSP,APOLLOHOSP31AUG23P5200,78130,OPTSTK,125,500,176.85,88425.0,88425.0,-88425.0,B,N
3169513,2023-07-31 10:15:00,NFO,ICICIGI,ICICIGI31AUG23P1360,129157,OPTSTK,500,3000,30.2,90600.0,90600.0,-90600.0,B,N
3678838,2023-07-31 10:31:00,NFO,ASTRAL,ASTRAL31AUG23C1960,86489,OPTSTK,367,1101,88.5,99750.59999999999,97438.5,97438.5,S,N
1189752,2023-07-31 10:41:00,NFO,TORNTPHARM,TORNTPHARM31AUG23C2000,147110,OPTSTK,500,1000,78.75,86450.0,78750.0,78750.0,S,N
6590093,2023-07-31 10:52:00,NFO,BALRAMCHIN,BALRAMCHIN31AUG23C405,92411,OPTSTK,1600,4800,17.95,95760.0,86160.0,86160.0,S,N
5889883,2023-07-31 10:56:00,NFO,COROMANDEL,COROMANDEL31AUG23C1020,110630,OPTSTK,700,2100,34.8,85050.0,73080.0,73080.0,S,N
6362493,2023-07-31 11:15:00,NFO,IBULHSGFIN,IBULHSGFIN31AUG23C142.5,128840,OPTSTK,5100,10200,8.0,81600.0,81600.0,-81600.0,B,N
3751413,2023-07-31 11:15:00,NFO,TORNTPHARM,TORNTPHARM31AUG23C2000,147110,OPTSTK,500,1000,80.0,80000.0,80000.0,-80000.0,B,N
2169575,2023-07-31 11:15:00,NFO,ASTRAL,ASTRAL31AUG23C1980,86491,OPTSTK,367,1101,90.5,99640.5,99640.5,-99640.5,B,N
9611578,2023-07-31 11:15:00,NFO,BALRAMCHIN,BALRAMCHIN31AUG23C400,92409,OPTSTK,1600,4800,19.5,93600.0,93600.0,-93600.0,B,N
2593442,2023-07-31 11:15:00,NFO,COROMANDEL,COROMANDEL31AUG23C1010,110628,OPTSTK,700,2100,43.0,90300.0,90300.0,-90300.0,B,N
9675931,2023-07-31 11:15:00,NFO,PEL,PEL31AUG23P1010,73927,OPTSTK,750,2250,38.65,86962.5,86962.5,-86962.5,B,N
7142305,2023-07-31 12:52:00,NFO,ASTRAL,ASTRAL31AUG23C1980,86491,OPTSTK,367,1101,78.5,99640.5,86428.5,86428.5,S,N
2885584,2023-07-31 13:15:00,NFO,COROMANDEL,COROMANDEL31AUG23C1030,110632,OPTSTK,700,2100,41.6,87360.0,87360.0,-87360.0,B,N
7655596,2023-07-31 13:55:00,NFO,BALRAMCHIN,BALRAMCHIN31AUG23C400,92409,OPTSTK,1600,4800,19.55,93600.0,93840.0,93840.0,S,N
6384560,2023-07-31 14:15:00,NFO,COROMANDEL,COROMANDEL31AUG23C1030,110632,OPTSTK,700,2100,41.45,87045.0,87045.0,-87045.0,B,N
2961809,2023-07-31 15:26:00,NFO,IBULHSGFIN,IBULHSGFIN31AUG23C142.5,128840,OPTSTK,5100,20400,8.0,162690.0,163200.0,163200.0,S,N
4334546,2023-07-31 15:26:00,NFO,TORNTPHARM,TORNTPHARM31AUG23C2000,147110,OPTSTK,500,1000,84.15,80000.0,84150.0,84150.0,S,N
4885198,2023-07-31 15:26:00,NFO,COROMANDEL,COROMANDEL31AUG23C1010,110628,OPTSTK,700,2100,52.75,90300.0,110775.0,110775.0,S,N
8680771,2023-07-31 15:26:00,NFO,COROMANDEL,COROMANDEL31AUG23C1030,110632,OPTSTK,700,4200,42.5,174405.0,178500.0,178500.0,S,N
9532467,2023-07-31 15:26:00,NFO,PEL,PEL31AUG23P1020,73929,OPTSTK,750,2250,43.3,95062.5,97425.0,97425.0,S,N
5202777,2023-07-31 15:26:00,NFO,PEL,PEL31AUG23P1010,73927,OPTSTK,750,2250,37.15,86962.5,83587.5,83587.5,S,N
4921328,2023-07-31 15:26:00,NFO,IOC,IOC31AUG23P93,131391,OPTSTK,9750,97500,0.85,97500.0,82875.0,82875.0,S,N
7383841,2023-07-31 15:26:00,NFO,APOLLOHOSP,APOLLOHOSP31AUG23P5200,78130,OPTSTK,125,500,188.95,88425.0,94475.0,94475.0,S,N
7926200,2023-07-31 15:26:00,NFO,ICICIGI,ICICIGI31AUG23P1360,129157,OPTSTK,500,3000,21.3,90600.0,63900.0,63900.0,S,N
